English;Latin;Français;Español;Portugues
Rima vestibuli;Rima vestibuli;Fente vestibulaire;Rima vestibular;Rima vestibuli
Laryngeal ventricle;Ventriculus laryngis;Ventricule du larynx;Ventrículo laríngeo;Ventrículo laríngeo
Laryngeal saccule;Sacculus laryngis;Saccule du larynx;Sáculo laríngeo;Sáculo laríngeo
Rima glottidis;Rima glottidis;Fente de la glotte;Rima de la glotis;Rima glottidis
Intermembranous part of rima glottidis;Pars intermembranacea rimae glottidis;Partie intermembranacée de la fente de la glotte;Porción intermembranosa de la rima de la glotis;Parte intermembranosa de rima glottidis
Intercartilaginous part of rima glottidis;Pars intercartilaginea rimae glottidis;Partie intercartilagineuse de la fente de la glotte;Porción intercartilaginosa de la rima de la glotis;Parte intercartilaginosa de rima glottidis
Infraglottic cavity;Cavitas infraglottica;Espace infraglottique;Cavidad infraglótica;Cavidade infraglótica
Tracheobronchial tree;Arbor tracheobronchialis;Arbre bronchique;Árbol traqueobronquial;Árvore traqueobrônquica
Trachea;Trachea;Trachée;Tráquea;Traquéia
Cervical part of trachea;Pars cervicalis tracheae;Partie cervicale de la trachée;Porción cervical de la tráquea;Parte cervical da traqueia
Thoracic part of trachea;Pars thoracica tracheae;Partie thoracique de la trachée;Porción torácica de la tráquea;Parte torácica da traqueia
Membranous wall of trachea;Paries membranaceus tracheae;Paroi membraneuse de la trachée;Pared membranosa de la tráquea;Parede membranosa da traqueia
Fibromusculocartilaginous layer of trachea;Tunica fibromusculocartilaginea tracheae;Paroi fibromusculocartilagineuse de la trachée;Capa fibromusculocartilaginosa de la tráquea;Camada fibromusculocartilaginosa da traqueia
Tracheal cartilages;Cartilagines tracheales;Cartilages trachéaux;Cartílagos traqueales;Cartilagens traqueais
Trachealis muscle;Musculus trachealis;Muscle trachéal;Músculo traqueal;Músculo traqueal
Annular ligaments of trachea;Ligamenta anularia tracheae;Ligaments annulaires;Ligamentos anulares de la tráquea;Ligamentos anulares da traqueia
Submucosa of trachea;Tela submucosa tracheae;Sous-muqueuse de la trachée;Capa submucosa de la tráquea;Submucosa da traqueia
Mucosa of trachea;Tunica mucosa tracheae;Muqueuse de la trachée;Capa mucosa de la tráquea;Mucosa da traqueia
Tracheal glands;Glandulae tracheales;Glandes trachéales;Glándulas traqueales;Glândulas traqueais
Tracheal bifurcation;Bifurcatio tracheae;Bifurcation trachéale;Bifurcación traqueal;Bifurcação traqueal
Carina of trachea;Carina tracheae;Carêne trachéale;Carina traqueal;Carina da traqueia
Bronchi;Bronchi;Bronches;Bronquios;Bronchi
Main bronchus;Bronchus principalis;Bronche principale;Bronquios principales;Brônquio principal
Intrapulmonary bronchi;Bronchi intrapulmonares;Bronches interpulmonaires;Bronquios intrapulmonares;Brônquios intrapulmonares
Lobar bronchus;Bronchus lobaris;Bronche lobaire;Bronquios lobares;Brônquio lobar
Segmental bronchus;Bronchus segmentalis;Bronche segmentaires;Bronquios segmentarios;Brônquio segmentar
Intrasegmental bronchus;Bronchus intrasegmentalis;Bronches intrasegmentaires;Bronquios intrasegmentarios;Brônquio intrassegmental
Bronchus;Bronchus;Bronche;Bronquios;Brônquio
Fibromusculocartilaginous layer of bronchus;Tunica fibromusculocartilaginea bronchi;Paroi fibromusculocartilagineuse de la bronche;Capa fibromusculocartilaginosa del bronquio;Camada fibromusculocartilaginosa do brônquio
Submucosa of bronchus;Tela submucosa bronchi;Sous-muqueuse de la bronche;Capa submucosa del bronquio;Submucosa do brônquio
Mucosa of bronchus;Tunica mucosa bronchi;Muqueuse de la bronche;Capa mucosa del bronquio;Mucosa do brônquio
Bronchial glands;Glandulae bronchiales;Glandes bronchiques;Glándulas bronquiales;Glândulas brônquicas
Right main bronchus;Bronchus principalis dexter;Bronche principale droite;Bronquio principal derecho;Brônquio principal direito
Right superior lobar bronchus;Bronchus lobaris superior dexter;Bronche lobaire supérieure droite;Bronquio lobar superior derecho;Brônquio lobar superior direito
Apical segmental bronchus of right lung (BI);Bronchus segmentalis apicalis pulmonis dextri (BI);Bronche segmentaire apicale du poumon droit (BI);Bronquio segmentario apical del pulmón derecho (BI);Brônquio segmentar apical do pulmão direito (BI)
Posterior segmental bronchus of right lung (BII);Bronchus segmentalis posterior pulmonis dextri (BII);Bronche segmentaire postérieure du poumon droit (BII);Bronquio segmentario posterior del pulmón derecho (BII);Brônquio segmentar posterior do pulmão direito (BII)
Anterior segmental bronchus of right lung (BIII);Bronchus segmentalis anterior pulmonis dextri (BIII);Bronche segmentaire antérieure du poumon droit (BIII);Bronquio segmentario anterior del pulmón derecho (BIII);Brônquio segmentar anterior do pulmão direito (BIII)
Intermediate bronchus;Bronchus intermedius;Bronche intermédiaire;Bronquio intermedio;Brônquio intermediário
Middle lobar bronchus;Bronchus lobaris medius;Bronche lobaire moyenne;Bronquio lobar medio;Brônquio lobar médio
Lateral segmental bronchus of right lung (BIV);Bronchus segmentalis lateralis pulmonis dextri (BIV);Bronche segmentaire latérale (BIV);Bronquio segmentario lateral del pulmón derecho (BIV);Brônquio segmentar lateral do pulmão direito (BIV)
Medial segmental bronchus of right lung (BV);Bronchus segmentalis medialis pulmonis dextri (BV);Bronche segmentaire médiale (BV);Bronquio segmentario medial del pulmón derecho (BV);Brônquio segmentar medial do pulmão direito (BV)
Right inferior lobar bronchus;Bronchus lobaris inferior dexter;Bronche lobaire inférieure droite;Bronquio lobar inferior derecho;Brônquio lobar inferior direito
Superior segmental bronchus of right lung (BVI);Bronchus segmentalis superior pulmonis dextri (BVI);Bronche segmentaire supérieure du poumon droit (BVI);Bronquio segmentario superior del pulmón derecho (BVI);Brônquio segmentar superior do pulmão direito (BVI)
Medial basal segmental bronchus of right lung (BVII);Bronchus segmentalis basalis med. pulmonis dextri (BVII);Bronche segmentaire basale médiale du poumon droit (BVII);Bronquio segmentario basal medial del pulmón derecho (BVII);Brônquio medial basal segmentar do pulmão direito (BVII)
Anterior basal segmental bronchus of right lung (BVIII);Bronchus segmentalis basalis ant. pulmonis dextri (BVIII);Bronche segmentaire basale ant. du poumon droit (BVIII);Bronquio segmentario basal ant. del pulmón derecho (BVIII);Brônquio segmentar basal anterior do pulmão direito (BVIII)
Lateral basal segmental bronchus of right lung (BIX);Bronchus segmentalis basalis lat. pulmonis dextri (BIX);Bronche segmentaire basale latérale du poumon droit (BIX);Bronquio segmentario basal lateral del pulmón derecho (BIX);Brônquio segmentar basal lateral do pulmão direito (BIX)
Posterior basal segmental bronchus of right lung (BX);Bronchus segmentalis basalis posterior pulmonis dextri (BX);Bronche segmentaire basale postérieure du poumon droit (BX);Bronquio segmentario basal posterior del pulmón derecho (BX);Brônquio segmentar basal posterior do pulmão direito (BX)
Left main bronchus;Bronchus principalis sinister;Bronche principale gauche;Bronquio principal izquierdo;Brônquio principal esquerdo
Left superior lobar bronchus;Bronchus lobaris superior sinister;Bronche lobaire supérieure gauche;Bronquio lobar superior izquierdo;Brônquio lobar superior esquerdo
Apicoposterior segmental bronchus of left lung (BI+BII);Bronchus segmentalis apicopost. pulmonis sinistri (BI+BII);Bronche segmentaire apicopost.-poumon gauche (BI+BII);Bronquio segm. apicoposterior-pulmón izquierdo (BI + BII);Brônquio segmentar apicoposterior-pulmão esquerdo (BI+BII)
Anterior segmental bronchus of left lung (BIII);Bronchus segmentalis anterior pulmonis sinistri (BIII);Bronche segmentaire antérieure du poumon gauche (BIII);Bronquio segmentario anterior del pulmón izquierdo (BIII);Brônquio segmentar anterior do pulmão esquerdo (BIII)
Superior lingular segmental bronchus of left lung (BIV);Bronchus segm. lingularis sup. pulmonis sinistri (BIV);Bronche lingulaire supérieure du poumon gauche (BIV);Bronquio segm. lingular sup. del pulmón izquierdo (BIV);Brônquio segmentar lingular superior-pulmão esquerdo (BIV)
Inferior lingular segmental bronchus of left lung (BV);Bronchus segmentalis lingularis inf. pulmonis sinistri (BV);Bronche lingulaire inférieure du poumon gauche (BV);Bronquio segmentario lingular inf. del pulmón izquierdo (BV);Brônquio segmentar lingular inferior do pulmão esquerdo(BV)
Left inferior lobar bronchus;Bronchus lobaris inferior sinister;Bronche lobaire inférieure gauche;Bronquio lobar inferior izquierdo;Brônquio lobar inferior esquerdo
Superior segmental bronchus of left lung (BVI);Bronchus segmentalis superior pulmonis sinistri(bvi);Bronche segmentaire supérieure du poumon gauche (BVI);Bronquio segmentario superior del pulmón izquierdo (BVI);Brônquio segmentar superior do pulmão esquerdo(BVI)
Medial basal segmental bronchus of left lung (BVII);Bronchus segmentalis basalis med. pulmonis sinistri (BVII);Bronche segmentaire basale médiale du poumon gauche (BVII);Bronquio segmentario basal medial del pulmón izquierdo (BVII);Brônquio medial basal segmentar do pulmão esquerdo(BVII)
(Anteromedial basal segmental bronchus of left lung);(Bronchus segmentalis basalis anteromed. pulmonis sinistri);(Bronche segmentaire basale antéromédiale du poumon gauche);(Bronquio segmentario basal anteromedial-pulmón izquierdo);(Brônquio segmentar basal ântero-medial do pulmão esquerdo)
Anterior basal segmental bronchus of left lung (BVIII);Bronchus segmentalis basalis ant. pulmonis sinistri (BVIII);Bronche segmentaire basale antérieure du poumon gau. (BVIII);Bronquio segmentario basal anterior-pulmón izquierdo (BVIII);Brônquio segmentar basal anterior do pulmão esquerdo(BVIII)
Lateral basal segmental bronchus of left lung (BIX);Bronchus segmentalis basalis lat. pulmonis sinistri (BIX);Bronche segmentaire basale latérale du poumon gauche (BIX);Bronquio segmentario basal lateral del pulmón izquierdo (BIX);Brônquio segmentar basal lateral do pulmão esquerdo(BIX)
Posterior basal segmental bronchus of left lung (BX);Bronchus segmentalis basalis posterior pulmonis sinistri (BX);Bronche segmentaire basale postérieure du poumon gauche (BX);Bronquio segmentario basal posterior-pulmón izquierdo (BX);Brônquio segmentar basal posterior do pulmão esquerdo(BX)
Lungs;Pulmones;Poumons;Pulmones;Pulmões
Base of lung;Basis pulmonis;Base du poumon;Base del pulmón;Base do pulmão
Apex of lung;Apex pulmonis;Apex du poumon;Ápice del pulmón;Ápice do pulmão
Costal surface of lung;Facies costalis pulmonis;Face costale du poumon;Cara costal del pulmón;Superfície costal do pulmão
Medial surface of lung;Facies medialis pulmonis;Face médiale du poumon;Cara medial del pulmón;Superfície medial do pulmão
Vertebral surface of lung;Facies vertebralis pulmonis;Face vertébrale du poumon;Cara vertebral del pulmón;Superfície vertebral do pulmão
Mediastinal surface of lung;Facies mediastinalis pulmonis;Face médiastinale du poumon;Cara mediastínica del pulmón;Superfície mediastinal do pulmão
Cardiac impression of lung;Impressio cardiaca pulmonis;Empreinte cardiaque du poumon;Impresión cardíaca de pulmón;Impressão cardíaca do pulmão
Diaphragmatic surface of lung;Facies diaphragmatica pulmonis;Face diaphragmique du poumon;Cara diafragmática del pulmón;Superfície diafragmática do pulmão
Interlobar surface of lung;Facies interlobaris pulmonis;Face interlobaire du poumon;Cara interlobar del pulmón;Superfície interlobar do pulmão
Anterior border of lung;Margo anterior pulmonis;Bord antérieur du poumon;Margen anterior del pulmón;Borda anterior do pulmão
Inferior border of lung;Margo inferior pulmonis;Bord inférieur du poumon;Margen inferior del pulmón;Borda inferior do pulmão
Hilum of lung;Hilum pulmonis;Hile du poumon;Hilio de pulmón;Hilo de pulmão
Root of lung;Radix pulmonis;Racine du poumon;Raíz de pulmón;Raiz do pulmão
Lobe of lung;Lobus pulmonis;Lobe du poumon;Lóbulo del pulmón;Lóbo do pulmão
Bronchopulmonary segment;Segmentum bronchopulmonale;Segment bronchopulmonaire;Segmento broncopulmonar;Segmento broncopulmonar
Lobule of lung;Lobulus pulmonis;Lobule pulmonaire;Lóbulo del pulmón;Lóbulo do pulmão
Bronchiole;Bronchiolus;Bronchiole;Bronquiolo;Bronquíolo
Right lung;Pulmo dexter;Poumon droit;Pulmón derecho;Pulmão direito
Superior lobe of right lung;Lobus superior pulmonis dextri;Lobe supérieur du poumon droit;Lóbulo superior del pulmón derecho;Lobo superior do pulmão direito
Apical segment of right lung (SI);Segmentum apicale pulmonis dextri (SI);Segment apical du poumon droit (SI);Segmento apical del pulmón derecho (SI);Segmento apical do pulmão direito (SI)
Posterior segment of right lung (SII);Segmentum posterius pulmonis dextri (SII);Segment postérieur du poumon droit (SII);Segmento posterior del pulmón derecho (SII);Segmento posterior do pulmão direito (SII)
Anterior segment of right lung (SIII);Segmentum anterius pulmonis dextri (SIII);Segment antérieur du poumon droit (SIII);Segmento anterior del pulmón derecho (SIII);Segmento anterior do pulmão direito (SIII)
Horizontal fissure of right lung;Fissura horizontalis pulmonis dextri;Scissure horizontale du poumon droit;Fisura horizontal del pulmón derecho;Fissura horizontal do pulmão direito
Middle lobe of right lung;Lobus medius pulmonis dextri;Lobe moyen du poumon droit;Lóbulo medio del pulmón derecho;Lobo médio do pulmão direito
Lateral segment of right lung (SIV);Segmentum laterale pulmonis dextri (SIV);Segment latéral du poumon droit (SIV);Segmento lateral del pulmón derecho (SIV);Segmento lateral do pulmão direito (SIV)
Medial segment of right lung (SV);Segmentum mediale pulmonis dextri (SV);Segment médial du poumon droit (SV);Segmento medial del pulmón derecho (SV);Segmento medial do pulmão direito (SV)
Oblique fissure of right lung;Fissura obliqua pulmonis dextri;Scissure oblique du poumon droit;Fisura oblicua del pulmón derecho;Fissura oblíqua do pulmão direito
Inferior lobe of right lung;Lobus inferior pulmonis dextri;Lobe inférieur du poumon droit;Lóbulo inferior del pulmón derecho;Lobo inferior do pulmão direito
Superior segment of right lung (SVI);Segmentum superius pulmonis dextri (SVI);Segment supérieur du poumon droit (SVI);Segmento superior del pulmón derecho (SVI);Segmento superior do pulmão direito (SVI)
Medial basal segment of right lung (SVII);Segmentum basale mediale pulmonis dextri (SVII);Segment basal médial du poumon droit (SVII);Segmento basal medial del pulmón derecho (SVII);Segmento medial basal do pulmão direito (SVII)
Anterior basal segment of right lung (SVIII);Segmentum basale anterius pulmonis dextri (SVIII);Segment basal antérieur du poumon droit (SVIII);Segmento basal anterior del pulmón derecho (SVIII);Segmento basal anterior do pulmão direito (SVIII)
Lateral basal segment of right lung (SIX);Segmentum basale laterale pulmonis dextri (SIX);Segment basal latéral du poumon droit (SIX);Segmento basal lateral del pulmón derecho (SIX);Segmento basal lateral do pulmão direito (SIX)
